ClaimNumber,HowReported,MainContactType,ReportedDate,PolicyLocations,LossDate,LossCause,LossLocationID,Notes,State,Assessment,LossCause_asper_PDS
CLM000566,In-Person,Broker,2024-06-19,LOC0092,2022-06-29,Collision,LOC0399,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Closed,YES,YES
CLM000567,Email,Agent,2022-07-24,LOC0938,2021-12-25,Natural Disaster,LOC0307,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,YES,YES
CLM000568,Phone,Agent,2022-01-20,LOC0253,2023-08-21,Collision,LOC0890,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Closed,YES,YES
CLM000569,Email,Broker,2023-03-28,LOC0282,2022-10-16,Natural Disaster,LOC0555,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,NO,YES
CLM000570,Online,Policyholder,2023-01-06,LOC0736,2022-02-11,Theft,LOC0842,Down lay when move. Daughter light collection cup sea. Its church it.,Open,NO,YES
CLM000571,Email,Policyholder,2022-08-22,LOC0311,2021-04-23,Natural Disaster,LOC0869,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,YES,NO
CLM000572,Online,Broker,2024-03-18,LOC0150,2024-04-23,Natural Disaster,LOC0424,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,YES,YES
CLM000573,In-Person,Broker,2022-02-26,LOC0560,2023-05-08,Theft,LOC0861,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,NO,YES
CLM000574,In-Person,Policyholder,2022-12-11,LOC0252,2022-08-07,Theft,LOC0302,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,YES,NO
CLM000575,Phone,Agent,2024-01-20,LOC0254,2023-06-30,Collision,LOC0928,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,NO,YES
CLM000576,In-Person,Policyholder,2024-06-01,LOC0212,2022-11-17,Natural Disaster,LOC0418,Down lay when move. Daughter light collection cup sea. Its church it.,Open,YES,YES
CLM000577,Online,Policyholder,2024-08-26,LOC0764,2022-07-08,Fire,LOC0473,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,NO,YES
CLM000578,Phone,Policyholder,2024-05-31,LOC0936,2023-11-02,Fire,LOC0101,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,NO,YES
CLM000579,In-Person,Agent,2023-08-18,LOC0218,2024-02-12,Collision,LOC0391,Down lay when move. Daughter light collection cup sea. Its church it.,Open,YES,YES
CLM000580,Online,Policyholder,2024-12-07,LOC0003,2023-01-18,Theft,LOC0205,Down lay when move. Daughter light collection cup sea. Its church it.,Open,YES,NO
CLM000581,Phone,Broker,2023-11-21,LOC0601,2022-03-10,Fire,LOC0067,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,YES,NO
CLM000582,Online,Policyholder,2024-03-29,LOC0442,2021-09-17,Theft,LOC0464,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Closed,YES,NO
CLM000583,Phone,Agent,2023-11-28,LOC0673,2023-04-05,Natural Disaster,LOC0013,Down lay when move. Daughter light collection cup sea. Its church it.,Open,YES,NO
CLM000584,Online,Broker,2023-10-16,LOC0002,2023-09-06,Fire,LOC0112,Down lay when move. Daughter light collection cup sea. Its church it.,Open,YES,NO
CLM000585,In-Person,Broker,2022-12-27,LOC0275,2023-09-28,Fire,LOC0476,Down lay when move. Daughter light collection cup sea. Its church it.,Open,YES,NO
CLM000586,Email,Policyholder,2023-08-21,LOC0204,2023-11-26,Fire,LOC0270,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,YES,YES
CLM000587,In-Person,Policyholder,2023-08-11,LOC0673,2023-11-15,Collision,LOC0141,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,YES,NO
CLM000588,Email,Broker,2024-02-27,LOC0125,2023-08-28,Theft,LOC0386,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Closed,NO,NO
CLM000589,Email,Broker,2023-01-30,LOC0986,2023-07-28,Theft,LOC0819,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Closed,YES,YES
CLM000590,Email,Agent,2024-02-11,LOC0271,2024-12-08,Theft,LOC0721,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,YES,NO
CLM000591,In-Person,Policyholder,2023-07-23,LOC0191,2021-09-09,Collision,LOC0692,Down lay when move. Daughter light collection cup sea. Its church it.,Open,YES,YES
CLM000592,Email,Policyholder,2023-12-13,LOC0307,2023-05-11,Theft,LOC0288,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,YES,YES
CLM000593,Online,Agent,2023-08-25,LOC0507,2023-10-26,Fire,LOC0822,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,NO,NO
CLM000594,Online,Policyholder,2022-04-06,LOC0409,2023-11-01,Fire,LOC0963,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,YES,YES
CLM000595,Online,Policyholder,2022-08-18,LOC0896,2021-06-20,Natural Disaster,LOC0886,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,YES,YES
CLM000596,Email,Policyholder,2023-03-07,LOC0829,2021-03-23,Theft,LOC0967,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,NO,YES
CLM000597,Online,Broker,2022-06-17,LOC0010,2024-09-14,Collision,LOC0086,Down lay when move. Daughter light collection cup sea. Its church it.,Open,YES,NO
CLM000598,Phone,Policyholder,2023-09-06,LOC0809,2023-06-01,Theft,LOC0433,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Closed,YES,YES
CLM000599,Phone,Broker,2022-07-12,LOC0580,2022-12-10,Natural Disaster,LOC0933,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,YES,YES
CLM000600,Email,Policyholder,2023-03-21,LOC0365,2021-09-04,Collision,LOC0164,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,YES,YES
CLM000601,Online,Broker,2022-08-05,LOC0197,2023-07-28,Theft,LOC0026,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Closed,NO,YES
CLM000602,In-Person,Agent,2024-04-23,LOC0848,2022-12-27,Natural Disaster,LOC0880,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,YES,YES
CLM000603,Online,Policyholder,2023-09-17,LOC0549,2024-10-02,Collision,LOC0292,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,YES,YES
CLM000604,In-Person,Broker,2022-10-24,LOC0470,2023-04-09,Theft,LOC0162,Down lay when move. Daughter light collection cup sea. Its church it.,Open,NO,NO
CLM000605,In-Person,Agent,2024-06-03,LOC0520,2023-08-15,Theft,LOC0784,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Closed,YES,NO
CLM000606,Email,Broker,2022-01-14,LOC0846,2021-03-03,Natural Disaster,LOC0061,Down lay when move. Daughter light collection cup sea. Its church it.,Open,YES,NO
CLM000607,In-Person,Policyholder,2024-03-10,LOC0431,2024-07-21,Theft,LOC0289,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,YES,YES
CLM000608,In-Person,Broker,2022-10-27,LOC0177,2021-04-17,Collision,LOC0861,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,YES,NO
CLM000609,Online,Policyholder,2023-03-11,LOC0857,2022-12-05,Fire,LOC0112,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,YES,NO
CLM000610,Phone,Policyholder,2023-11-30,LOC0671,2022-10-10,Natural Disaster,LOC0360,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,NO,YES
CLM000611,Phone,Broker,2022-07-21,LOC0318,2021-04-27,Fire,LOC0797,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Closed,NO,NO
CLM000612,Online,Agent,2023-08-28,LOC0097,2022-04-22,Fire,LOC0006,Down lay when move. Daughter light collection cup sea. Its church it.,Open,NO,NO
CLM000613,Email,Policyholder,2022-01-08,LOC0413,2022-01-05,Theft,LOC0164,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,YES,NO
CLM000614,Phone,Policyholder,2023-04-17,LOC0464,2021-07-14,Natural Disaster,LOC0271,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,YES,YES
CLM000615,Email,Broker,2024-01-09,LOC0085,2021-01-08,Fire,LOC0347,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,YES,NO
CLM000616,In-Person,Agent,2024-06-22,LOC0966,2021-09-23,Collision,LOC0225,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,NO,NO
